vendor_id,pickup_at,dropoff_at,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,cbd_congestion_fee
"Curb Mobility, LLC",2025-01-12T14:50:53Z,2025-01-12T15:01:19Z,1.0,2.17,Standard rate,N,Manhattan (Murray Hill),Manhattan (Upper East Side South),Cash,12.8,0.0,0.5,0.0,0.0,1.0,17.55,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-19T14:46:40Z,2025-01-19T14:55:52Z,1.0,1.2,Standard rate,N,Manhattan (Union Sq),Manhattan (East Village),Credit card,9.3,3.25,0.5,2.8,0.0,1.0,16.85,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-09T17:33:45Z,2025-01-09T17:34:10Z,1.0,0.0,Negotiated fare,Y,EWR (Newark Airport),EWR (Newark Airport),Dispute,151.0,0.0,0.0,0.0,0.0,1.0,152.0,0.0,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-14T06:13:28Z,2025-01-14T06:23:31Z,1.0,3.1,Standard rate,N,Unknown (nan),Manhattan (Murray Hill),Credit card,15.6,3.25,0.5,2.0,0.0,1.0,22.35,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-15T23:19:24Z,2025-01-15T23:38:05Z,1.0,6.53,Standard rate,N,Manhattan (World Trade Center),Manhattan (Yorkville East),Credit card,29.6,1.0,0.5,7.07,0.0,1.0,42.42,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-03T08:54:31Z,2025-01-03T09:08:53Z,6.0,2.08,Standard rate,N,Manhattan (Murray Hill),Manhattan (Lenox Hill West),Credit card,14.9,0.0,0.5,4.72,0.0,1.0,23.62,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-23T19:09:59Z,2025-01-23T19:20:42Z,,0.01,Unknown Ratecode,,Manhattan (TriBeCa/Civic Center),Manhattan (Financial District North),Flex Fare trip,11.57,0.0,0.5,0.0,0.0,1.0,16.32,,,0.75
"Creative Mobile Technologies, LLC",2025-01-20T16:38:53Z,2025-01-20T16:47:55Z,1.0,1.3,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Lincoln Square East),Cash,8.6,3.25,0.5,0.0,0.0,1.0,13.35,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-29T17:54:35Z,2025-01-29T18:03:25Z,1.0,1.3,Standard rate,N,Manhattan (Murray Hill),Manhattan (Upper East Side South),Credit card,10.0,2.5,0.5,3.45,0.0,1.0,20.7,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-21T10:04:06Z,2025-01-21T10:17:17Z,1.0,0.99,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Upper East Side South),Credit card,12.8,0.0,0.5,1.5,0.0,1.0,18.3,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-16T21:39:32Z,2025-01-16T21:53:18Z,,1.71,Unknown Ratecode,,Manhattan (UN/Turtle Bay South),Manhattan (Clinton East),Flex Fare trip,14.83,0.0,0.5,0.0,0.0,1.0,19.58,,,0.75
"Creative Mobile Technologies, LLC",2025-01-06T00:15:50Z,2025-01-06T00:37:09Z,1.0,9.0,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Yorkville West),Cash,35.9,10.25,0.5,0.0,6.94,1.0,54.59,2.5,1.75,0.0
"Curb Mobility, LLC",2025-01-08T08:03:35Z,2025-01-08T08:14:18Z,2.0,1.19,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Times Sq/Theatre District),Credit card,10.7,0.0,0.5,4.64,0.0,1.0,20.09,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-11T17:50:40Z,2025-01-11T17:57:41Z,1.0,0.77,Standard rate,N,Manhattan (East Chelsea),Manhattan (Penn Station/Madison Sq West),Credit card,7.9,0.0,0.5,2.53,0.0,1.0,15.18,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-12T06:25:54Z,2025-01-12T06:44:44Z,,3.5,Unknown Ratecode,,Queens (Sunnyside),Manhattan (Midtown North),Flex Fare trip,22.25,0.0,0.5,0.0,0.0,1.0,27.0,,,0.75
"Curb Mobility, LLC",2025-01-19T20:27:53Z,2025-01-19T20:49:11Z,,3.67,Unknown Ratecode,,Queens (Long Island City/Queens Plaza),Brooklyn (East Williamsburg),Flex Fare trip,26.14,0.0,0.5,0.0,0.0,1.0,27.64,,,0.0
"Curb Mobility, LLC",2025-01-26T20:06:36Z,2025-01-26T20:31:56Z,1.0,10.18,Standard rate,N,Queens (LaGuardia Airport),Brooklyn (Downtown Brooklyn/MetroTech),Credit card,42.9,6.0,0.5,10.08,0.0,1.0,62.23,0.0,1.75,0.0
"Curb Mobility, LLC",2025-01-16T23:36:32Z,2025-01-16T23:47:40Z,,1.91,Unknown Ratecode,,Manhattan (Times Sq/Theatre District),Manhattan (Murray Hill),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,3.37,,,0.75
"Curb Mobility, LLC",2025-01-17T12:16:40Z,2025-01-17T13:00:02Z,1.0,11.77,Standard rate,N,Queens (LaGuardia Airport),Brooklyn (Park Slope),Credit card,54.1,5.0,0.5,12.12,0.0,1.0,74.47,0.0,1.75,0.0
"Curb Mobility, LLC",2025-01-18T19:00:36Z,2025-01-18T19:08:07Z,5.0,0.88,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Manhattan Valley),Credit card,8.6,0.0,0.5,1.89,0.0,1.0,14.49,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-04T17:15:08Z,2025-01-04T17:25:11Z,2.0,1.5,Standard rate,N,Manhattan (Central Park),Unknown (nan),Credit card,11.4,2.5,0.5,3.85,0.0,1.0,19.25,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-01T03:57:47Z,2025-01-01T04:07:22Z,3.0,1.8,Standard rate,N,Manhattan (East Village),Manhattan (Murray Hill),Credit card,11.4,3.5,0.5,3.25,0.0,1.0,19.65,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-01T18:40:37Z,2025-01-01T18:54:32Z,2.0,-2.5,Standard rate,N,Manhattan (Union Sq),Manhattan (Midtown South),Credit card,13.5,0.0,0.5,4.38,0.0,1.0,21.88,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-16T14:43:37Z,2025-01-16T15:15:12Z,1.0,8.65,Newark,N,Queens (LaGuardia Airport),Manhattan (Midtown North),Credit card,61.5,5.0,0.0,13.65,0.0,1.0,83.65,0.0,1.75,0.75
"Creative Mobile Technologies, LLC",2025-01-11T17:47:14Z,2025-01-11T17:53:43Z,2.0,1.0,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Central Park),Credit card,8.6,2.5,0.5,1.89,0.0,1.0,14.49,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-13T07:25:36Z,2025-01-13T07:29:52Z,1.0,0.92,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Clinton West),Cash,7.2,0.0,0.5,0.0,0.0,1.0,11.2,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-08T21:31:54Z,2025-01-08T21:50:01Z,1.0,2.7,Standard rate,N,Manhattan (East Village),Manhattan (East Chelsea),Credit card,15.6,4.25,0.5,4.25,0.0,1.0,25.6,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-22T18:34:08Z,2025-01-22T18:43:30Z,1.0,0.8,Standard rate,N,Manhattan (Murray Hill),Manhattan (Midtown North),Credit card,9.3,5.75,0.5,3.3,0.0,1.0,19.85,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-08T20:13:33Z,2025-01-08T20:17:46Z,1.0,0.61,Standard rate,N,Manhattan (Midtown Center),Manhattan (Sutton Place/Turtle Bay North),Credit card,5.8,1.0,0.5,1.16,0.0,1.0,12.71,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-19T22:31:18Z,2025-01-19T22:31:28Z,2.0,0.0,Negotiated fare,N,nan (Outside of NYC),nan (Outside of NYC),Credit card,260.0,0.0,0.0,65.25,0.0,1.0,326.25,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-18T04:06:35Z,2025-01-18T04:15:24Z,,1.82,Unknown Ratecode,,Manhattan (Greenwich Village North),Manhattan (UN/Turtle Bay South),Flex Fare trip,7.54,0.0,0.5,0.0,0.0,1.0,12.29,,,0.75
"Curb Mobility, LLC",2025-01-27T17:52:07Z,2025-01-27T18:00:21Z,1.0,0.74,Standard rate,N,Manhattan (Murray Hill),Manhattan (Sutton Place/Turtle Bay North),Credit card,8.6,2.5,0.5,2.0,0.0,1.0,17.85,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-29T17:24:39Z,2025-01-29T17:32:30Z,,0.0,Unknown Ratecode,,Manhattan (Gramercy),Manhattan (Midtown East),Flex Fare trip,9.3,0.0,0.5,0.0,0.0,1.0,14.05,,,0.75
"Curb Mobility, LLC",2025-01-18T12:58:28Z,2025-01-18T13:08:24Z,1.0,1.0,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Gramercy),Credit card,10.7,0.0,0.5,3.9,0.0,1.0,19.35,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-15T09:15:32Z,2025-01-15T09:30:30Z,1.0,2.65,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Upper East Side South),Credit card,16.3,0.0,0.5,4.06,0.0,1.0,24.36,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-15T12:40:59Z,2025-01-15T12:49:48Z,1.0,1.3,Standard rate,N,Manhattan (Union Sq),Manhattan (West Chelsea/Hudson Yards),Credit card,10.0,3.25,0.5,2.95,0.0,1.0,17.7,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-20T19:26:57Z,2025-01-20T20:04:56Z,,13.79,Unknown Ratecode,,Brooklyn (Midwood),Manhattan (Upper West Side North),Flex Fare trip,51.78,0.0,0.5,0.0,6.94,1.0,62.72,,,0.0
"Curb Mobility, LLC",2025-01-25T23:10:16Z,2025-01-25T23:36:37Z,2.0,4.25,Standard rate,N,Manhattan (Clinton East),Manhattan (Chinatown),Credit card,26.1,1.0,0.5,6.37,0.0,1.0,38.22,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-19T21:39:36Z,2025-01-19T21:42:51Z,1.0,0.71,Standard rate,N,Manhattan (Central Park),Manhattan (Upper East Side North),Credit card,5.8,1.0,0.5,1.0,0.0,1.0,9.3,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-28T21:42:05Z,2025-01-28T21:53:45Z,1.0,2.56,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (UN/Turtle Bay South),Credit card,-15.0,1.0,0.5,3.99,0.0,1.0,-18.5,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-30T20:21:06Z,2025-01-30T20:34:52Z,1.0,1.67,Standard rate,N,Manhattan (Union Sq),Manhattan (West Village),Credit card,13.5,1.0,0.5,2.89,0.0,1.0,22.14,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-02T21:12:32Z,2025-01-02T21:22:48Z,1.0,2.4,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Upper East Side North),Credit card,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-15T21:27:21Z,2025-01-15T21:36:01Z,2.0,1.32,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Upper East Side South),Credit card,10.0,1.0,0.5,3.75,0.0,1.0,18.75,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-01T02:03:04Z,2025-01-01T02:10:33Z,1.0,1.0,Standard rate,N,Manhattan (Sutton Place/Turtle Bay North),Manhattan (Murray Hill),Credit card,8.6,3.5,0.5,3.4,0.0,1.0,17.0,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-18T15:56:34Z,2025-01-18T16:21:24Z,,3.0,Unknown Ratecode,,Manhattan (Lower East Side),Manhattan (Clinton East),Flex Fare trip,28.95,0.0,0.5,0.0,0.0,1.0,33.7,,,0.75
"Curb Mobility, LLC",2025-01-11T17:27:03Z,2025-01-11T17:37:42Z,3.0,1.75,Standard rate,N,Manhattan (Midtown Center),Manhattan (Lenox Hill West),Credit card,11.4,0.0,0.5,2.42,0.0,1.0,18.57,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-26T14:20:45Z,2025-01-26T14:41:31Z,1.0,4.95,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Greenwich Village South),Credit card,24.0,0.0,0.5,5.75,0.0,1.0,34.5,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-23T20:34:40Z,2025-01-23T20:58:42Z,1.0,3.55,Standard rate,N,Manhattan (Greenwich Village South),Manhattan (Upper East Side South),Credit card,22.6,1.0,0.5,4.25,0.0,1.0,32.6,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-24T23:20:58Z,2025-01-24T23:45:08Z,,5.1,Unknown Ratecode,,Manhattan (Lower East Side),Manhattan (Lincoln Square East),Flex Fare trip,26.88,0.0,0.5,0.0,0.0,1.0,31.63,,,0.75
"Curb Mobility, LLC",2025-01-23T13:06:20Z,2025-01-23T13:11:46Z,1.0,0.65,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Midtown East),Credit card,7.2,0.0,0.5,1.0,0.0,1.0,12.2,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-25T15:27:22Z,2025-01-25T15:35:32Z,1.0,1.06,Standard rate,N,Manhattan (Midtown North),Manhattan (Clinton West),Credit card,9.3,0.0,0.5,2.81,0.0,1.0,16.86,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-12T10:11:05Z,2025-01-12T10:13:37Z,1.0,0.39,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (Lenox Hill West),Credit card,4.4,0.0,0.5,1.26,0.0,1.0,9.66,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-13T14:46:50Z,2025-01-13T14:51:55Z,1.0,0.37,Standard rate,N,Manhattan (Sutton Place/Turtle Bay North),Manhattan (Sutton Place/Turtle Bay North),Cash,6.5,0.0,0.5,0.0,0.0,1.0,11.25,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-03T00:22:35Z,2025-01-03T00:52:11Z,1.0,10.91,Standard rate,N,Queens (JFK Airport),Brooklyn (Crown Heights South),Credit card,44.3,1.0,0.5,0.0,0.0,1.0,48.55,0.0,1.75,0.0
"Curb Mobility, LLC",2025-01-31T19:28:17Z,2025-01-31T19:31:25Z,,0.0,Unknown Ratecode,,Manhattan (Upper West Side North),Manhattan (Upper West Side North),Flex Fare trip,6.8,0.0,0.5,0.0,0.0,1.0,10.8,,,0.0
"Creative Mobile Technologies, LLC",2025-01-13T17:22:15Z,2025-01-13T17:27:57Z,1.0,1.0,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Upper West Side South),Cash,7.9,5.0,0.5,0.0,0.0,1.0,14.4,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-30T08:29:32Z,2025-01-30T08:57:59Z,1.0,3.45,Standard rate,N,Manhattan (Morningside Heights),Manhattan (Midtown North),Credit card,26.8,0.0,0.5,6.31,0.0,1.0,37.86,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-18T13:58:56Z,2025-01-18T14:01:25Z,1.0,0.65,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper East Side North),Credit card,5.1,0.0,0.5,3.0,0.0,1.0,12.1,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-15T22:35:24Z,2025-01-15T22:39:44Z,1.0,0.87,Standard rate,N,Manhattan (Yorkville West),Manhattan (Lenox Hill West),Credit card,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-30T21:07:35Z,2025-01-30T21:17:01Z,1.0,1.08,Standard rate,N,Manhattan (Midtown South),Manhattan (UN/Turtle Bay South),Credit card,10.0,1.0,0.5,1.0,0.0,1.0,16.75,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-18T00:57:52Z,2025-01-18T01:09:14Z,1.0,1.4,Standard rate,N,Manhattan (West Village),Manhattan (East Village),Credit card,10.7,4.25,0.5,0.0,0.0,1.0,16.45,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-11T18:43:25Z,2025-01-11T18:52:23Z,3.0,1.4,Standard rate,N,Manhattan (Midtown Center),Manhattan (Sutton Place/Turtle Bay North),Credit card,10.0,0.0,0.5,2.95,0.0,1.0,17.7,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-21T21:19:40Z,2025-01-21T21:25:51Z,1.0,0.7,Standard rate,N,Manhattan (Murray Hill),Manhattan (Midtown East),Credit card,6.5,4.25,0.5,3.05,0.0,1.0,15.3,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-16T16:42:23Z,2025-01-16T16:48:56Z,2.0,0.91,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Midtown East),Credit card,7.9,2.5,0.5,1.0,0.0,1.0,15.4,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-24T02:12:54Z,2025-01-24T02:19:46Z,5.0,2.23,Standard rate,N,Manhattan (Clinton East),Manhattan (West Village),Credit card,11.4,1.0,0.5,3.43,0.0,1.0,20.58,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-17T13:48:29Z,2025-01-17T14:00:50Z,1.0,1.22,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Murray Hill),Credit card,12.1,0.0,0.5,3.37,0.0,1.0,20.22,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-11T19:47:40Z,2025-01-11T20:01:03Z,1.0,1.44,Standard rate,N,Manhattan (Hudson Sq),Manhattan (Alphabet City),Credit card,13.5,0.0,0.5,3.65,0.0,1.0,21.9,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-06T02:46:54Z,2025-01-06T03:01:02Z,1.0,3.65,Standard rate,N,Manhattan (Lower East Side),Brooklyn (Carroll Gardens),Credit card,18.4,1.0,0.5,0.0,0.0,1.0,24.15,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-08T20:24:11Z,2025-01-08T20:37:06Z,1.0,2.47,Standard rate,N,Manhattan (Midtown Center),Manhattan (West Village),Credit card,14.2,1.0,0.5,4.99,0.0,1.0,24.94,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-07T16:50:11Z,2025-01-07T17:05:29Z,2.0,2.13,Standard rate,N,Manhattan (Midtown Center),Manhattan (East Chelsea),Credit card,14.9,2.5,0.5,3.32,0.0,1.0,25.47,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-27T09:01:53Z,2025-01-27T09:05:14Z,0.0,0.7,Standard rate,N,Manhattan (Morningside Heights),Manhattan (Upper West Side North),Credit card,5.8,0.0,0.5,1.45,0.0,1.0,8.75,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-21T23:08:26Z,2025-01-21T23:16:06Z,3.0,1.97,Standard rate,N,Manhattan (Yorkville East),Manhattan (Yorkville East),Credit card,10.7,1.0,0.5,4.0,0.0,1.0,19.7,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-26T17:05:25Z,2025-01-26T17:12:04Z,1.0,0.83,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Midtown East),Credit card,8.6,0.0,0.5,2.67,0.0,1.0,16.02,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-09T15:54:26Z,2025-01-09T16:19:56Z,1.0,6.14,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Lenox Hill West),Credit card,28.9,5.0,0.5,11.37,0.0,1.0,51.02,2.5,1.75,0.0
"Creative Mobile Technologies, LLC",2025-01-12T08:45:24Z,2025-01-12T08:51:47Z,1.0,1.2,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Meatpacking/West Village West),Credit card,8.6,3.25,0.5,5.0,0.0,1.0,18.35,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-16T17:26:56Z,2025-01-16T17:47:08Z,,1.8,Unknown Ratecode,,Manhattan (Union Sq),Manhattan (Midtown North),Flex Fare trip,15.87,0.0,0.5,0.0,0.0,1.0,20.62,,,0.75
"Curb Mobility, LLC",2025-01-21T21:29:02Z,2025-01-21T21:38:45Z,2.0,1.57,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Lenox Hill West),Credit card,11.4,1.0,0.5,1.64,0.0,1.0,18.04,2.5,0.0,0.0
Unknown Vendor,2025-01-19T22:52:31Z,2025-01-19T22:58:47Z,,0.97,Unknown Ratecode,,Manhattan (Times Sq/Theatre District),Manhattan (Murray Hill),Flex Fare trip,18.42,0.0,0.5,0.0,0.0,1.0,23.17,,,0.75
"Curb Mobility, LLC",2025-01-19T21:46:20Z,2025-01-19T21:57:01Z,,1.79,Unknown Ratecode,,Queens (Sunnyside),Queens (Long Island City/Hunters Point),Flex Fare trip,14.05,0.0,0.5,0.0,0.0,1.0,15.55,,,0.0
"Creative Mobile Technologies, LLC",2025-01-31T13:20:00Z,2025-01-31T13:29:39Z,1.0,1.8,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Lenox Hill West),Credit card,12.1,2.5,0.5,3.2,0.0,1.0,19.3,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-13T14:57:33Z,2025-01-13T15:24:13Z,1.0,9.39,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Flatiron),Credit card,39.4,5.0,0.5,7.5,6.94,1.0,65.34,2.5,1.75,0.75
"Creative Mobile Technologies, LLC",2025-01-21T14:46:11Z,2025-01-21T14:52:40Z,0.0,0.8,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Times Sq/Theatre District),Credit card,7.9,3.25,0.5,2.0,0.0,1.0,14.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-01T10:55:41Z,2025-01-01T10:55:48Z,1.0,0.08,Negotiated fare,N,nan (Outside of NYC),nan (Outside of NYC),Credit card,130.0,0.0,0.0,26.2,0.0,1.0,157.2,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-18T14:57:26Z,2025-01-18T15:00:00Z,1.0,0.9,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Upper West Side North),Cash,5.8,0.0,0.5,0.0,0.0,1.0,9.8,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-11T23:32:29Z,2025-01-11T23:40:20Z,,1.41,Unknown Ratecode,,Manhattan (Upper West Side South),Manhattan (Upper West Side North),Flex Fare trip,10.32,0.0,0.5,0.0,0.0,1.0,14.32,,,0.0
"Curb Mobility, LLC",2025-01-31T17:31:38Z,2025-01-31T17:51:50Z,,3.49,Unknown Ratecode,,Manhattan (Upper West Side North),Manhattan (Central Harlem North),Flex Fare trip,21.36,0.0,0.5,0.0,0.0,1.0,25.36,,,0.0
"Curb Mobility, LLC",2025-01-12T07:34:29Z,2025-01-12T07:37:12Z,1.0,0.73,Standard rate,N,Manhattan (Central Park),Manhattan (Upper East Side North),Cash,5.8,0.0,0.5,0.0,0.0,1.0,9.8,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-15T19:06:27Z,2025-01-15T19:25:42Z,,0.0,Unknown Ratecode,,Manhattan (Seaport),Manhattan (Yorkville East),Flex Fare trip,25.73,0.0,0.5,0.0,0.0,1.0,30.48,,,0.75
"Curb Mobility, LLC",2025-01-30T19:06:29Z,2025-01-30T19:13:52Z,,0.0,Unknown Ratecode,,Manhattan (Greenwich Village North),Manhattan (Union Sq),Flex Fare trip,11.1,0.0,0.5,0.0,0.0,1.0,15.85,,,0.75
"Curb Mobility, LLC",2025-01-28T20:13:43Z,2025-01-28T20:23:12Z,1.0,1.17,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Yorkville East),Credit card,10.0,1.0,0.5,2.25,0.0,1.0,17.25,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-14T15:00:13Z,2025-01-14T15:16:54Z,1.0,1.65,Standard rate,N,Manhattan (Midtown Center),Manhattan (Yorkville West),Cash,15.6,0.0,0.5,0.0,0.0,1.0,20.35,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-15T16:10:44Z,2025-01-15T16:16:20Z,2.0,0.48,Standard rate,N,Manhattan (Yorkville West),Manhattan (Upper East Side North),Cash,6.5,2.5,0.5,0.0,0.0,1.0,13.0,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-16T14:11:51Z,2025-01-16T14:21:02Z,1.0,1.58,Standard rate,N,Manhattan (Upper East Side South),Manhattan (East Harlem South),Credit card,10.7,0.0,0.5,0.0,0.0,1.0,14.7,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-06T09:49:39Z,2025-01-06T10:02:11Z,1.0,1.45,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Upper East Side South),Cash,12.8,0.0,0.5,0.0,0.0,1.0,16.8,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-26T14:43:47Z,2025-01-26T14:47:58Z,1.0,1.01,Standard rate,N,Manhattan (Yorkville West),Manhattan (Lenox Hill West),Credit card,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-01T07:37:03Z,2025-01-01T07:42:03Z,1.0,1.4,Standard rate,N,Manhattan (Kips Bay),Manhattan (Sutton Place/Turtle Bay North),Cash,7.9,2.5,0.5,0.0,0.0,1.0,11.9,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-13T17:00:19Z,2025-01-13T17:07:07Z,1.0,1.05,Standard rate,N,Manhattan (Midtown South),Manhattan (East Chelsea),Credit card,8.6,2.5,0.5,3.17,0.0,1.0,19.02,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-13T15:57:23Z,2025-01-13T17:12:58Z,1.0,13.04,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Lincoln Square East),Credit card,73.0,5.0,0.5,22.67,6.94,1.0,113.36,2.5,1.75,0.0
"Creative Mobile Technologies, LLC",2025-01-23T20:00:34Z,2025-01-23T20:47:23Z,1.0,12.1,Null/Unknown,N,Manhattan (Garment District),Queens (Jamaica Estates),Credit card,41.5,0.0,0.5,0.0,0.0,0.0,42.0,0.0,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-05T15:31:39Z,2025-01-05T16:02:57Z,1.0,4.6,Standard rate,N,Manhattan (Little Italy/NoLiTa),Manhattan (Upper East Side North),Credit card,26.8,2.5,0.5,7.9,0.75,1.0,39.45,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-28T20:14:11Z,2025-01-28T20:18:19Z,1.0,0.86,Standard rate,N,Manhattan (Clinton West),Manhattan (East Chelsea),Credit card,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-01T15:42:02Z,2025-01-01T15:52:56Z,2.0,0.99,Standard rate,N,Manhattan (Garment District),Manhattan (Midtown Center),Credit card,10.7,0.0,0.5,4.41,0.0,1.0,19.11,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-29T19:40:40Z,2025-01-29T19:51:41Z,1.0,1.6,Standard rate,N,Manhattan (SoHo),Manhattan (Flatiron),Credit card,11.4,2.5,0.5,1.0,0.0,1.0,19.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-19T23:12:46Z,2025-01-19T23:33:37Z,1.0,6.6,Standard rate,N,Manhattan (Union Sq),Queens (Sunnyside),Cash,29.6,1.0,0.5,0.0,6.94,1.0,42.29,2.5,0.0,0.75
